Participant;DoF;Contents;Codecs;Bitrates;Scores
7;1;3;4;4;5
7;1;2;3;1;1
7;1;3;6;4;4
7;1;4;1;0;5
7;1;3;4;1;2
7;1;2;8;2;2
7;1;3;8;4;4
7;1;1;6;1;2
7;1;4;4;2;2
7;1;3;3;4;3
7;1;1;6;3;4
7;1;2;4;2;2
7;1;1;3;3;3
7;1;2;2;2;4
7;1;1;6;4;4
7;1;2;2;3;5
7;1;1;2;4;5
7;1;3;3;3;3
7;1;4;4;3;2
7;1;1;2;3;4
7;1;4;6;3;3
7;1;3;6;2;2
7;1;2;8;3;3
7;1;4;4;4;5
7;1;3;6;1;2
7;1;2;3;3;3
7;1;1;6;2;3
7;1;2;4;4;5
7;1;4;8;4;5
7;1;3;1;0;5
7;1;2;6;1;1
7;1;1;2;2;3
7;1;4;3;4;4
10;1;4;2;4;4
10;1;1;6;2;2
10;1;3;2;1;4
10;1;2;6;2;3
10;1;3;6;4;4
10;1;4;4;2;1
10;1;2;2;3;5
10;1;1;6;1;2
10;1;3;8;4;3
10;1;1;3;3;3
10;1;2;2;2;4
10;1;3;1;0;5
10;1;1;6;3;4
10;1;4;4;4;4
10;1;2;2;4;5
10;1;3;6;2;2
10;1;1;6;4;4
10;1;3;3;2;2
10;1;4;1;0;5
10;1;2;8;2;2
10;1;3;6;1;3
10;1;4;4;1;1
10;1;2;3;1;1
10;1;3;8;2;2
10;1;4;3;4;4
10;1;2;4;4;4
10;1;3;4;1;2
10;1;1;2;3;5
10;1;3;4;4;5
10;1;1;2;4;5
10;1;2;4;1;1
10;1;4;4;3;3
10;1;1;2;2;4
10;1;2;6;1;1
10;1;3;3;4;3
10;1;2;3;3;3
10;1;1;8;3;4
10;1;3;3;3;2
10;1;4;6;3;3
10;1;2;4;2;2
10;1;4;8;4;4
10;1;2;8;3;4
10;1;3;6;3;4
10;1;1;8;1;2
10;1;4;6;1;1
10;1;2;8;4;5
10;1;4;3;2;1
10;1;2;8;1;1
10;1;4;3;3;2
10;1;1;1;0;5
10;1;4;6;2;2
10;1;2;4;3;2
10;1;1;4;2;2
10;1;4;6;4;5
10;1;2;3;2;2
10;1;1;8;2;3
10;1;3;8;3;4
10;1;1;2;1;4
10;1;3;8;1;2
10;1;4;3;1;1
10;1;3;4;3;4
10;1;1;4;4;4
10;1;4;8;1;3
10;1;1;3;2;2
10;1;3;2;4;5
10;1;1;3;4;3
10;1;3;2;2;3
10;1;1;8;4;4
10;1;3;3;1;1
10;1;2;3;4;4
10;1;1;3;1;1
10;1;2;6;3;3
10;1;4;8;3;4
10;1;1;4;3;4
10;1;2;6;4;5
10;1;4;2;3;3
10;1;3;2;3;3
10;1;4;2;1;2
10;1;1;4;1;2
10;1;2;1;0;5
10;1;4;2;2;3
10;1;3;4;2;2
10;1;2;2;1;2
10;1;4;8;2;3
11;1;4;8;3;4
11;1;1;3;2;2
11;1;3;4;3;3
11;1;2;8;1;1
11;1;3;8;1;2
11;1;2;1;0;4
11;1;4;3;1;1
11;1;3;2;3;5
11;1;4;3;2;2
11;1;3;3;1;2
11;1;1;8;1;3
11;1;2;4;3;2
11;1;4;2;1;3
11;1;3;4;2;2
11;1;4;2;2;4
11;1;1;1;0;5
11;1;3;2;4;5
11;1;4;2;3;5
11;1;3;6;3;4
11;1;2;3;2;2
11;1;1;8;2;4
11;1;2;2;1;3
11;1;1;3;1;2
11;1;3;2;2;4
11;1;2;6;3;3
11;1;1;8;4;4
11;1;3;8;3;3
11;1;2;3;4;4
11;1;4;6;2;2
11;1;1;4;1;2
11;1;4;6;1;2
11;1;1;2;1;2
11;1;4;8;2;3
11;1;1;4;3;3
11;1;4;6;4;4
11;1;1;4;4;4
11;1;2;6;4;3
11;1;4;3;3;2
11;1;1;4;2;2
11;1;4;8;1;2
11;1;2;8;4;3
11;1;1;3;4;3
11;1;4;2;4;5
11;1;3;4;4;4
11;1;4;3;4;4
11;1;1;6;1;2
11;1;4;1;0;4
11;1;2;2;4;5
11;1;4;8;4;3
11;1;1;2;3;3
11;1;4;4;3;2
11;1;2;8;3;3
11;1;1;2;4;2
11;1;2;3;1;1
11;1;3;3;4;2
11;1;1;8;3;2
11;1;2;4;4;4
11;1;1;6;2;3
11;1;4;4;4;3
11;1;3;3;3;2
11;1;2;8;2;2
11;1;4;4;1;2
11;1;3;1;0;4
11;1;2;4;1;1
11;1;3;8;4;3
11;1;1;6;3;3
11;1;3;3;2;2
11;1;2;2;2;3
11;1;3;6;1;1
11;1;1;6;4;3
11;1;2;6;2;2
11;1;4;6;3;3
11;1;2;3;3;2
11;1;3;2;1;2
11;1;4;4;2;2
11;1;1;3;3;2
11;1;3;8;2;3
11;1;1;2;2;3
11;1;3;6;2;2
11;1;2;2;3;4
11;1;3;6;4;3
11;1;2;4;2;2
11;1;3;4;1;1
11;1;2;6;1;1
12;1;3;6;4;4
12;1;1;2;4;5
12;1;3;3;2;2
12;1;2;6;2;1
12;1;4;3;4;3
12;1;1;6;1;2
12;1;2;2;3;4
12;1;4;6;3;4
12;1;2;4;4;4
12;1;4;2;4;5
12;1;3;4;4;4
12;1;2;4;2;2
12;1;4;1;0;5
12;1;1;2;2;4
12;1;4;4;2;2
12;1;3;8;2;2
12;1;4;4;1;2
12;1;2;2;4;5
12;1;1;2;3;5
12;1;2;2;2;4
12;1;3;2;1;4
12;1;1;8;3;3
12;1;3;8;4;3
12;1;2;8;3;3
12;1;1;6;2;2
12;1;2;8;2;2
12;1;3;6;2;2
12;1;1;3;3;3
12;1;3;1;0;5
12;1;1;6;3;5
12;1;3;6;1;1
12;1;2;4;1;1
12;1;4;4;4;4
12;1;2;6;1;1
12;1;3;4;1;1
12;1;4;8;4;4
12;1;3;3;3;2
12;1;2;3;3;2
12;1;1;6;4;4
12;1;2;3;1;1
12;1;3;3;4;3
12;1;4;4;3;2
12;1;1;8;4;5
12;1;4;2;2;3
12;1;2;3;2;1
12;1;1;8;2;4
12;1;4;6;1;1
12;1;1;3;4;4
12;1;4;8;1;1
12;1;3;6;3;4
12;1;1;3;2;3
12;1;3;3;1;1
12;1;4;3;1;1
12;1;3;4;2;2
12;1;4;8;3;4
12;1;1;8;1;2
12;1;2;1;0;5
12;1;3;2;2;4
12;1;1;4;1;2
12;1;3;8;1;2
12;1;1;4;3;3
12;1;2;6;4;4
12;1;3;2;4;5
12;1;1;3;1;1
12;1;2;2;1;3
12;1;1;1;0;4
12;1;2;6;3;3
12;1;4;2;3;4
12;1;1;2;1;3
12;1;3;4;3;3
12;1;2;3;4;4
12;1;4;6;2;2
12;1;1;4;4;5
12;1;4;8;2;3
12;1;3;2;3;5
12;1;4;3;2;2
12;1;1;4;2;2
12;1;4;2;1;3
12;1;2;8;1;2
12;1;4;6;4;4
12;1;2;8;4;4
12;1;3;8;3;4
12;1;2;4;3;3
12;1;4;3;3;3
13;1;2;6;3;3
13;1;4;8;3;5
13;1;3;8;3;4
13;1;2;2;1;3
13;1;1;4;2;2
13;1;2;8;1;1
13;1;3;2;4;4
13;1;2;8;4;4
13;1;1;3;1;1
13;1;4;3;2;1
13;1;1;3;4;3
13;1;2;6;4;5
13;1;1;2;1;3
13;1;3;2;3;5
13;1;4;8;2;2
13;1;1;4;4;3
13;1;3;4;2;1
13;1;4;6;4;4
13;1;3;8;1;2
13;1;1;4;3;2
13;1;2;3;4;4
13;1;1;8;2;2
13;1;4;2;2;2
13;1;2;3;2;2
13;1;4;6;1;1
13;1;1;8;4;3
13;1;4;6;2;1
13;1;1;8;1;2
13;1;4;2;3;2
13;1;1;1;0;3
13;1;3;2;2;3
13;1;4;3;3;1
13;1;1;3;2;1
13;1;3;4;3;2
13;1;2;1;0;4
13;1;4;8;1;2
13;1;3;6;3;1
13;1;4;3;1;1
13;1;1;4;1;1
13;1;3;3;1;1
13;1;2;4;3;2
13;1;4;2;1;2
13;1;2;3;1;1
13;1;3;3;2;2
13;1;2;8;3;2
13;1;3;6;1;2
13;1;1;6;2;2
13;1;4;4;2;1
13;1;2;2;4;4
13;1;3;1;0;5
13;1;1;3;3;2
13;1;4;4;1;2
13;1;2;3;3;1
13;1;1;8;3;3
13;1;4;3;4;3
13;1;1;2;3;4
13;1;4;4;3;1
13;1;1;6;3;2
13;1;3;4;4;2
13;1;2;6;2;1
13;1;3;6;4;2
13;1;2;6;1;1
13;1;4;6;3;3
13;1;2;8;2;2
13;1;3;4;1;1
13;1;2;4;4;4
13;1;3;6;2;2
13;1;2;4;2;1
13;1;4;1;0;5
13;1;2;2;2;3
13;1;1;6;4;3
13;1;3;8;2;1
13;1;4;8;4;4
13;1;3;8;4;3
13;1;2;4;1;1
13;1;4;2;4;2
13;1;1;6;1;1
13;1;3;3;4;2
13;1;2;2;3;3
13;1;3;3;3;1
13;1;4;4;4;3
13;1;1;2;2;2
13;1;3;2;1;2
13;1;1;2;4;3
14;1;3;3;3;3
14;1;1;2;3;5
14;1;3;3;4;4
14;1;2;3;3;3
14;1;1;2;4;5
14;1;3;2;1;4
14;1;1;6;4;3
14;1;2;4;1;1
14;1;1;6;3;4
14;1;2;2;3;5
14;1;1;8;3;4
14;1;4;3;4;3
14;1;2;8;2;2
14;1;3;6;4;4
14;1;4;4;3;5
14;1;2;6;2;2
14;1;4;4;1;1
14;1;1;6;1;1
14;1;3;6;1;1
14;1;4;6;3;4
14;1;3;8;2;3
14;1;2;3;1;1
14;1;3;4;4;4
14;1;4;4;2;2
14;1;2;2;2;5
14;1;4;1;0;5
14;1;3;8;4;5
14;1;4;4;4;4
14;1;3;3;2;2
14;1;2;8;3;3
14;1;3;4;1;2
14;1;2;2;4;5
14;1;1;2;2;3
14;1;2;4;2;2
14;1;3;1;0;4
14;1;2;6;1;1
14;1;4;8;4;5
14;1;3;6;2;3
14;1;4;2;4;3
14;1;1;3;3;3
14;1;2;4;4;5
14;1;1;6;2;3
14;1;2;3;2;2
14;1;4;3;1;1
14;1;1;2;1;3
14;1;4;8;2;3
14;1;1;4;3;3
14;1;4;6;2;3
14;1;3;8;1;2
14;1;1;3;2;2
14;1;4;8;3;5
14;1;1;1;0;5
14;1;2;1;0;5
14;1;3;8;3;5
14;1;4;2;1;2
14;1;2;6;4;3
14;1;3;2;2;3
14;1;4;3;2;1
14;1;3;2;4;4
14;1;1;3;1;1
14;1;3;6;3;3
14;1;2;6;3;3
14;1;3;3;1;1
14;1;4;6;1;2
14;1;2;8;4;4
14;1;4;2;2;3
14;1;1;3;4;3
14;1;4;6;4;3
14;1;1;8;1;2
14;1;2;2;1;3
14;1;1;4;1;2
14;1;2;8;1;2
14;1;1;8;4;4
14;1;2;4;3;3
14;1;4;3;3;3
14;1;3;4;3;2
14;1;1;4;2;2
14;1;3;4;2;2
14;1;2;3;4;4
14;1;1;8;2;3
14;1;4;2;3;3
14;1;3;2;3;5
14;1;1;4;4;4
14;1;4;8;1;2
15;1;3;2;3;4
15;1;1;2;1;3
15;1;3;4;3;3
15;1;2;8;1;2
15;1;3;8;3;3
15;1;2;2;1;3
15;1;1;4;1;2
15;1;2;8;4;4
15;1;1;4;3;4
15;1;4;8;3;4
15;1;1;3;4;4
15;1;4;3;2;1
15;1;3;2;2;3
15;1;4;2;1;2
15;1;2;6;4;4
15;1;1;1;0;4
15;1;2;6;3;4
15;1;3;2;4;4
15;1;4;2;2;3
15;1;1;3;2;1
15;1;4;3;1;1
15;1;3;3;1;1
15;1;4;8;1;2
15;1;1;8;4;4
15;1;2;3;4;3
15;1;1;8;1;3
15;1;3;8;1;3
15;1;4;2;3;4
15;1;1;4;4;4
15;1;4;6;1;1
15;1;3;4;2;1
15;1;4;8;2;3
15;1;1;3;1;1
15;1;2;1;0;5
15;1;1;8;2;4
15;1;4;6;4;5
15;1;1;4;2;2
15;1;2;4;3;3
15;1;4;6;2;4
15;1;2;3;2;2
15;1;4;3;3;3
15;1;3;6;3;4
15;1;3;6;2;3
15;1;4;6;3;4
15;1;3;4;4;4
15;1;4;2;4;5
15;1;3;4;1;1
15;1;2;8;3;4
15;1;1;6;1;3
15;1;4;3;4;4
15;1;2;2;3;4
15;1;3;1;0;5
15;1;1;2;2;4
15;1;4;4;2;3
15;1;1;6;3;4
15;1;2;2;2;4
15;1;4;4;3;5
15;1;2;3;3;3
15;1;3;6;4;4
15;1;2;4;4;4
15;1;4;1;0;5
15;1;3;6;1;2
15;1;4;8;4;5
15;1;2;2;4;5
15;1;1;3;3;3
15;1;3;3;4;4
15;1;1;6;2;4
15;1;2;4;2;2
15;1;3;2;1;3
15;1;1;2;3;5
15;1;3;8;2;3
15;1;1;2;4;5
15;1;2;6;2;4
15;1;3;8;4;4
15;1;2;8;2;4
15;1;1;8;3;4
15;1;4;4;1;3
15;1;2;3;1;1
15;1;3;3;3;3
15;1;2;6;1;1
15;1;4;4;4;5
15;1;1;6;4;4
15;1;3;3;2;2
15;1;2;4;1;1
4;1;2;2;4;5
4;1;1;8;3;4
4;1;2;8;2;1
4;1;3;4;1;1
4;1;1;6;2;2
4;1;2;6;2;1
4;1;3;6;4;3
4;1;2;2;2;4
4;1;4;8;4;4
4;1;2;8;3;3
4;1;4;2;4;5
4;1;2;4;4;4
4;1;3;4;4;3
4;1;4;6;3;2
4;1;3;8;2;2
4;1;1;2;2;4
4;1;3;1;0;5
4;1;4;4;3;3
4;1;2;4;2;1
4;1;3;3;2;1
4;1;1;6;3;3
4;1;4;1;0;5
4;1;1;2;4;5
4;1;4;4;1;1
4;1;2;3;1;1
4;1;3;3;3;1
4;1;1;2;3;4
4;1;3;8;4;3
4;1;2;3;3;2
4;1;3;2;1;2
4;1;2;2;3;4
4;1;4;3;4;2
4;1;3;6;2;2
4;1;1;6;4;3
4;1;3;6;1;1
4;1;4;4;4;3
4;1;2;6;1;1
4;1;1;3;3;2
4;1;3;3;4;2
4;1;2;4;1;1
4;1;1;6;1;1
4;1;4;4;2;1
4;1;3;6;3;2
4;1;2;8;4;3
4;1;1;3;4;2
4;1;3;8;3;2
4;1;1;8;2;2
4;1;4;3;1;1
4;1;1;3;1;1
4;1;4;6;1;1
4;1;1;3;2;1
4;1;4;2;3;4
4;1;1;8;1;2
4;1;2;4;3;1
4;1;4;8;3;3
4;1;1;1;0;5
4;1;2;6;4;4
4;1;4;8;2;2
4;1;1;4;3;3
4;1;3;8;1;1
4;1;2;6;3;2
4;1;1;2;1;2
4;1;3;2;4;4
4;1;4;2;2;3
4;1;3;2;3;3
4;1;4;2;1;1
4;1;2;3;2;1
4;1;4;6;2;2
4;1;1;8;4;3
4;1;4;8;1;1
4;1;2;8;1;1
4;1;3;4;2;1
4;1;2;3;4;2
4;1;4;3;3;2
4;1;2;2;1;2
4;1;3;4;3;2
4;1;1;4;4;2
4;1;3;2;2;2
4;1;4;3;2;2
4;1;1;4;1;1
4;1;3;3;1;1
4;1;2;1;0;5
4;1;4;6;4;4
4;1;1;4;2;1
5;1;4;6;1;2
5;1;1;4;1;3
5;1;3;2;3;5
5;1;2;1;0;5
5;1;4;3;2;2
5;1;1;3;1;3
5;1;3;4;3;4
5;1;4;2;2;4
5;1;1;8;4;4
5;1;2;3;4;3
5;1;1;4;3;4
5;1;4;2;1;2
5;1;1;3;2;2
5;1;4;3;3;3
5;1;2;6;3;3
5;1;4;2;3;4
5;1;3;2;4;5
5;1;2;4;3;3
5;1;3;4;2;3
5;1;2;8;4;4
5;1;3;3;1;1
5;1;1;8;2;3
5;1;4;8;1;2
5;1;2;8;1;1
5;1;1;3;4;4
5;1;4;3;1;1
5;1;2;3;2;2
5;1;3;8;3;4
5;1;1;2;1;3
5;1;4;8;2;3
5;1;2;6;4;4
5;1;1;4;4;4
5;1;4;6;2;2
5;1;1;8;1;2
5;1;3;2;2;3
5;1;2;2;1;2
5;1;1;4;2;2
5;1;4;8;3;4
5;1;3;6;3;4
5;1;1;1;0;5
5;1;3;8;1;2
5;1;4;6;4;4
5;1;2;3;3;3
5;1;3;6;4;4
5;1;2;8;3;4
5;1;1;6;1;2
5;1;2;4;2;2
5;1;4;2;4;4
5;1;2;6;1;1
5;1;4;4;4;4
5;1;2;6;2;2
5;1;3;4;4;4
5;1;4;4;1;2
5;1;3;3;3;3
5;1;4;4;3;3
5;1;3;4;1;2
5;1;2;2;2;3
5;1;3;8;2;2
5;1;1;6;3;4
5;1;3;8;4;4
5;1;2;4;1;1
5;1;4;4;2;2
5;1;1;2;3;4
5;1;4;3;4;4
5;1;3;6;1;3
5;1;1;2;4;4
5;1;2;4;4;4
5;1;4;8;4;4
5;1;3;3;4;3
5;1;1;3;3;2
5;1;2;8;2;2
5;1;1;6;2;3
5;1;4;1;0;5
5;1;1;2;2;3
5;1;3;3;2;1
5;1;1;6;4;4
5;1;2;2;4;5
5;1;3;1;0;5
5;1;2;2;3;4
5;1;3;2;1;3
5;1;1;8;3;4
5;1;2;3;1;1
5;1;3;6;2;2
5;1;4;6;3;4
8;1;1;6;2;3
8;1;4;4;2;1
8;1;2;4;4;4
8;1;3;8;4;4
8;1;2;4;1;1
8;1;1;2;4;5
8;1;3;4;4;4
8;1;2;8;2;2
8;1;1;2;2;3
8;1;3;6;2;2
8;1;2;6;1;1
8;1;3;3;3;2
8;1;1;8;3;3
8;1;3;3;2;1
8;1;2;2;3;5
8;1;1;2;3;5
8;1;3;2;1;3
8;1;4;8;4;5
8;1;1;6;3;3
8;1;3;8;2;3
8;1;4;2;4;5
8;1;1;6;1;1
8;1;4;3;4;3
8;1;1;6;4;4
8;1;2;6;2;2
8;1;3;4;1;1
8;1;4;6;3;3
8;1;3;1;0;5
8;1;2;3;3;3
8;1;3;6;4;5
8;1;2;4;2;1
8;1;4;4;4;5
8;1;2;8;3;4
8;1;4;1;0;5
8;1;1;3;3;3
8;1;2;3;1;1
8;1;3;6;1;2
8;1;2;2;4;4
8;1;4;4;1;2
8;1;3;3;4;3
8;1;2;2;2;3
8;1;4;4;3;3
8;1;3;8;1;2
8;1;4;2;3;5
8;1;2;6;4;4
8;1;1;1;0;5
8;1;2;6;3;3
8;1;4;6;1;1
8;1;1;8;4;4
8;1;3;3;1;1
8;1;4;3;2;1
8;1;3;2;4;5
8;1;2;1;0;4
8;1;4;3;3;3
8;1;1;4;4;4
8;1;3;4;2;2
8;1;4;3;1;1
8;1;3;4;3;4
8;1;1;2;1;3
8;1;4;8;1;3
8;1;1;8;1;3
8;1;4;8;3;5
8;1;1;4;3;4
8;1;4;8;2;3
8;1;2;3;4;4
8;1;1;4;1;2
8;1;3;6;3;4
8;1;1;8;2;3
8;1;2;2;1;3
8;1;1;3;2;2
8;1;2;8;1;2
8;1;1;3;1;1
8;1;3;2;3;5
8;1;2;4;3;3
8;1;4;2;1;3
8;1;3;8;3;4
8;1;2;8;4;4
8;1;4;2;2;3
8;1;1;4;2;2
8;1;4;6;4;4
8;1;3;2;2;3
8;1;2;3;2;2
8;1;4;6;2;3
8;1;1;3;4;3
9;1;4;2;1;3
9;1;1;8;2;3
9;1;3;2;2;4
9;1;1;8;1;3
9;1;4;8;3;5
9;1;3;4;2;1
9;1;4;3;3;4
9;1;2;8;4;5
9;1;1;4;4;5
9;1;4;6;1;1
9;1;2;6;3;3
9;1;3;8;3;5
9;1;1;3;2;1
9;1;2;6;4;5
9;1;4;3;1;1
9;1;3;8;1;2
9;1;4;6;4;5
9;1;1;8;4;4
9;1;3;4;3;4
9;1;1;1;0;5
9;1;2;3;4;3
9;1;4;8;2;2
9;1;3;2;4;5
9;1;4;6;2;2
9;1;2;4;3;2
9;1;4;2;2;3
9;1;3;2;3;5
9;1;2;1;0;4
9;1;1;4;1;1
9;1;2;3;2;1
9;1;1;4;3;4
9;1;4;2;3;4
9;1;1;2;1;3
9;1;2;8;1;1
9;1;1;3;4;5
9;1;2;2;1;2
9;1;3;6;3;3
9;1;1;4;2;2
9;1;4;3;2;1
9;1;1;3;1;1
9;1;3;3;1;1
9;1;4;8;1;2
9;1;2;2;2;3
9;1;3;1;0;5
9;1;1;6;2;4
9;1;4;2;4;5
9;1;3;6;2;3
9;1;2;8;3;4
9;1;3;6;1;2
9;1;4;1;0;5
9;1;2;6;1;1
9;1;1;6;3;5
9;1;2;3;1;1
9;1;3;4;4;5
9;1;4;8;4;5
9;1;2;4;2;1
9;1;3;8;2;3
9;1;1;6;1;2
9;1;3;6;4;5
9;1;2;4;1;1
9;1;1;2;3;5
9;1;2;6;2;2
9;1;3;3;4;4
9;1;4;4;1;2
9;1;2;2;3;4
9;1;3;3;2;3
9;1;2;8;2;2
9;1;1;6;4;4
9;1;4;4;4;4
9;1;2;2;4;4
